target_id	length	eff_length	est_counts	tpm
Solyc01g081580.2.1	363	164	0	0
Solyc01g081590.3.1	1766	1567	0	0
Solyc01g081600.3.1	414	215	0	0
Solyc01g081610.3.1	2008	1809	414	8.39236
Solyc01g081620.3.1	2406	2207	2	0.0332315
Solyc01g081630.3.1	2503	2304	196	3.11958
Solyc01g081640.3.1	2681	2482	3	0.0443243
Solyc01g073640.3.1	1048	849	3844.84	166.071
Solyc01g073650.3.1	2754	2555	7033.16	100.944
Solyc01g073660.3.1	3976	3777	211	2.0486
Solyc01g073670.3.1	2779	2580	4	0.0568542
Solyc01g073680.3.1	921	722	231	11.7327
Solyc01g073690.2.1	1083	884	5197	215.587
Solyc01g073695.1.1	1761	1562	0	0
Solyc01g073700.3.1	1625	1426	53	1.36295
Solyc01g073710.2.1	744	545	687	46.2256
Solyc01g073720.2.1	551	352	177	18.4397
Solyc01g073725.1.1	507	308	21	2.50029
Solyc01g073730.3.1	1462	1263	136	3.94873
Solyc01g073740.3.1	1972	1773	10093	208.754
Solyc01g073745.1.1	312	113.011	0	0
Solyc01g073750.3.1	6704	6505	1280.27	7.21735
Solyc01g073755.1.1	1745	1546	188.726	4.47656
Solyc01g073770.2.1	1084	885	3	0.124308
Solyc01g073780.2.1	1356	1157	0	0
Solyc01g073800.2.1	917	718	0	0
Solyc01g073810.2.1	797	598	980	60.0962
Solyc01g073820.3.1	948	749	1423	69.6699
Solyc01g073830.1.1	933	734	1682	84.0335
Solyc01g073840.1.1	1380	1181	0	0
Solyc01g073850.1.1	336	137	0	0
Solyc01g073860.3.1	711	512	119	8.52313
Solyc01g073870.3.1	1829	1630	2350	52.8692
Solyc01g073890.3.1	3328	3129	135	1.58216
Solyc01g073880.2.1	609	410	0	0
Solyc01g073900.3.1	1568	1369	1118	29.9475
Solyc01g073910.3.1	1148	949	1	0.0386417
Solyc01g073920.3.1	1504	1305	196	5.50767
Solyc01g073930.3.1	1547	1348	435	11.8337
Solyc01g073940.3.1	2300	2101	1	0.0174541
Solyc01g073950.3.1	2339	2140	977	16.7418
Solyc01g073960.3.1	2037	1838	1325	26.4358
Solyc01g073970.3.1	1584	1385	0	0
Solyc01g073980.1.1	1020	821	0	0
Solyc01g074000.3.1	641	442	1243.54	103.172
Solyc01g074010.3.1	2963	2764	1993.38	26.4469
Solyc01g074020.3.1	1509	1310	0	0
Solyc01g074030.3.1	2003	1804	35356	718.702
Solyc01g074040.1.1	1512	1313	0	0
Solyc01g074050.2.1	285	86.2066	0	0
Solyc01g074060.1.1	507	308	0	0
Solyc01g074065.1.1	300	101.044	0	0
Solyc01g086640.2.1	2162	1963	1956	36.5402
Solyc01g086650.3.1	2131	1932	7417	140.781
Solyc01g086660.2.1	467	268	0	0
Solyc01g086670.3.1	614	415	0	0
Solyc01g086680.3.1	672	473	529	41.0126
Solyc01g086690.2.1	2314	2115	116	2.01127
Solyc01g086700.3.1	2187	1988	0	0
Solyc01g086710.3.1	4217	4018	3268	29.826
Solyc01g086720.3.1	3264	3065	21	0.251253
Solyc01g086730.3.1	879	680	219	11.8102
Solyc01g086740.3.1	1648	1449	2821	71.3932
Solyc01g086745.1.1	378	179	0	0
Solyc01g086750.3.1	6012	5813	15411	97.2194
Solyc01g086755.1.1	432	233	0	0
Solyc01g086760.3.1	339	140	195.283	51.1514
Solyc01g086770.1.1	195	22.8744	0	0
Solyc01g086780.1.1	513	314	0	0
Solyc01g086790.1.1	417	218	0	0
Solyc01g086800.3.1	399	200	0	0
Solyc01g086810.2.1	3183	2984	286	3.51471
Solyc01g086820.3.1	411	212	2820.79	487.93
Solyc01g086830.3.1	719	520	0	0
Solyc01g086840.3.1	1202	1003	0	0
Solyc01g086845.1.1	420	221	0	0
Solyc01g086850.3.1	2344	2145	922	15.7625
Solyc01g086860.3.1	1061	862	7	0.297792
Solyc01g086870.3.1	1638	1439	462	11.7734
Solyc01g086880.2.1	324	125.002	0	0
Solyc01g086890.3.1	2566	2367	7484.53	115.955
Solyc01g086893.1.1	270	71.7636	80	40.8798
Solyc01g086895.1.1	399	200	297.466	54.5418
Solyc01g086897.1.1	534	335	0	0
Solyc01g086900.3.1	3177	2978	462	5.68905
Solyc01g086930.3.1	4041	3842	1058.06	10.0989
Solyc01g086920.3.1	1107	908	176.944	7.14616
Solyc01g086925.1.1	348	149	0	0
Solyc01g086950.3.1	1288	1089	525	17.6788
Solyc01g086953.1.1	1257	1058	0	0
Solyc01g086957.1.1	1189	990	484	17.928
Solyc01g086960.3.1	567	368	973	96.9588
Solyc01g086970.3.1	585	386	1377	130.818
Solyc01g086980.3.1	3727	3528	2195	22.8154
Solyc01g086990.3.1	3275	3076	2163	25.7865
Solyc01g086995.1.1	1995	1796	177.215	3.61839
Solyc01g087000.3.1	1932	1733	1.78526	0.0377767
Solyc01g087003.1.1	285	86.2066	0	0
Solyc01g087007.1.1	618	419	0	0
Solyc01g087010.3.1	801	602	171	10.4165
Solyc01g087020.2.1	622	423	444	38.4915
Solyc01g087030.3.1	1426	1227	589	17.6033
Solyc01g087035.1.1	129	10.6044	0	0
Solyc01g087040.2.1	969	770	4	0.190499
Solyc01g087050.3.1	1237	1038	0	0
Solyc01g087060.3.1	1296	1097	5	0.167142
Solyc01g087070.3.1	1873	1674	0	0
Solyc01g087080.3.1	3251	3052	1678.54	20.1683
Solyc01g087090.3.1	640	441	152.458	12.6775
Solyc01g087095.1.1	3767	3568	0	0
Solyc01g087120.3.1	1180	981	13726	513.094
Solyc01g087130.3.1	729	530	0	0
Solyc01g087140.3.1	1311	1112	0	0
Solyc01g087150.3.1	2177	1978	96	1.77978
Solyc01g087170.3.1	4571	4372	3627	30.4221
Solyc01g087160.2.1	1904	1705	0	0
Solyc01g087180.3.1	703	504	0	0
Solyc01g087190.3.1	1058	859	12	0.512284
Solyc01g087200.3.1	2895	2696	6	0.0816119
Solyc01g087210.3.1	3605	3406	20682	222.674
Solyc01g087230.3.1	1834	1635	1035	23.2137
Solyc01g087235.1.1	561	362	2	0.202602
Solyc01g087240.3.1	3002	2803	292	3.82016
Solyc01g087250.3.1	2477	2278	659	10.6085
Solyc01g087260.3.1	1970	1771	665	13.7697
Solyc01g087270.3.1	441	242	0	0
Solyc01g087280.1.1	1278	1079	0	0
Solyc01g087290.3.1	1775	1576	1000	23.2684
Solyc01g087300.3.1	1971	1772	102	2.11086
Solyc01g087320.3.1	4052	3853	3415	32.5023
Solyc01g087330.3.1	539	340	0	0
Solyc01g087332.1.1	811	612	1	0.0599199
Solyc01g087340.3.1	354	155	1	0.236587
Solyc01g087336.1.1	531	332	0	0
Solyc01g087350.3.1	225	36.3941	0	0
Solyc01g087338.1.1	291	92.1144	0	0
Solyc01g087360.2.1	2077	1878	1019	19.8976
Solyc01g087380.3.1	940	741	2322	114.912
Solyc01g087385.1.1	939	740	232.612	11.5272
Solyc01g087400.3.1	1944	1745	13362.4	280.81
Solyc01g087410.3.1	2361	2162	6527.39	110.715
Solyc01g087415.1.1	144	12.2368	0	0
Solyc01g087420.3.1	3491	3292	1489.66	16.5939
Solyc01g087430.3.1	3188	2989	2958.91	36.3018
Solyc01g087440.3.1	1261	1062	8	0.276241
Solyc01g087450.3.1	2544	2345	1282	20.0478
Solyc01g087460.2.1	939	740	0	0
Solyc01g087470.3.1	1321	1122	2115.68	69.148
Solyc01g087490.3.1	5118	4919	3157.61	23.5399
Solyc01g087480.1.1	267	68.9638	0	0
Solyc01g087500.3.1	10104	9905	20883.7	77.3171
Solyc01g087510.2.1	2778	2579	0	0
Solyc01g087520.3.1	516	317	244	28.2262
Solyc01g087530.3.1	2853	2654	1647	22.757
Solyc01g087540.3.1	1567	1368	644	17.2632
Solyc01g087550.3.1	1561	1362	351	9.45045
Solyc01g087560.3.1	1644	1445	14574	369.857
Solyc01g087565.1.1	507	308	0	0
Solyc01g087570.2.1	548	349	555	58.3163
Solyc01g087580.3.1	375	176	0	0
Solyc01g087590.3.1	2135	1936	219	4.14821
Solyc01g087600.3.1	5160	4961	1310.56	9.68745
Solyc01g087610.3.1	5504	5305	1992.44	13.7728
Solyc01g087620.3.1	3092	2893	1733.93	21.9789
Solyc01g087630.2.1	935	736	764.875	38.1096
Solyc01g087640.3.1	1146	947	268.192	10.3853
Solyc01g087650.3.1	2263	2064	1944.2	34.5425
Solyc01g087670.3.1	6893	6694	2424.8	13.2835
Solyc01g087660.2.1	289	90.1399	0	0
Solyc01g087680.3.1	1192	993	3	0.110788
Solyc01g087690.2.1	1696	1497	0	0
Solyc01g087700.1.1	372	173	0	0
Solyc01g087710.2.1	903	704	0	0
Solyc01g087720.3.1	4473	4274	2372	20.3518
Solyc01g087730.3.1	1436	1237	1007	29.8526
Solyc01g087740.1.1	2310	2111	11	0.191085
Solyc01g087750.3.1	1599	1400	9	0.235742
Solyc01g087760.2.1	238	44.8343	0	0
Solyc01g087770.3.1	930	731	0	0
Solyc01g087775.1.1	507	308	0	0
Solyc01g087780.2.1	2830	2631	0	0
Solyc01g087785.1.1	363	164	0	0
Solyc01g087790.2.1	2656	2457	0	0
Solyc01g087800.2.1	2364	2165	0	0
Solyc01g087810.2.1	2539	2340	0	0
Solyc01g087820.2.1	2611	2412	0	0
Solyc01g087830.1.1	750	551	0	0
Solyc01g087840.3.1	2658	2459	258.147	3.84974
Solyc01g087850.2.1	3108	2909	3844.85	48.4684
Solyc01g087860.2.1	864	665	46	2.53664
Solyc01g087870.3.1	2813	2614	2652	37.2041
Solyc01g087880.3.1	601	402	483	44.0599
Solyc01g087890.3.1	3307	3108	731	8.62499
Solyc01g087900.3.1	910	711	2287	117.956
Solyc01g087910.3.1	1635	1436	31	0.791643
Solyc01g087920.1.1	1560	1361	0	0
Solyc01g087940.2.1	1669	1470	0	0
Solyc01g087950.3.1	1842	1643	0	0
Solyc01g087960.2.1	1464	1265	0	0
Solyc01g087970.3.1	1850	1651	441	9.79521
Solyc01g087980.3.1	1183	984	313.548	11.6851
Solyc01g087990.3.1	2361	2162	418.452	7.09761
Solyc01g087995.1.1	231	40.0835	0	0
Solyc01g088000.3.1	471	272	667	89.9248
Solyc01g088005.1.1	566	367	4	0.399684
Solyc01g088010.1.1	708	509	0	0
Solyc01g088020.3.1	4257	4058	25097	226.794
Solyc01g088030.3.1	2028	1829	0	0
Solyc01g088040.3.1	368	169	647	140.391
Solyc01g088050.3.1	1437	1238	54	1.59954
Solyc01g088060.3.1	3815	3616	285	2.89027
Solyc01g088080.3.1	2188	1989	13157	242.574
Solyc01g088090.3.1	2012	1813	6	0.12136
Solyc01g088100.3.1	3317	3118	4535	53.3364
Solyc01g088110.1.1	198	23.9008	0	0
Solyc01g088120.1.1	315	116.007	0	0
Solyc01g088130.2.1	747	548	0	0
Solyc01g088140.3.1	1423	1224	571	17.1071
Solyc01g088150.3.1	2269	2070	789	13.9775
Solyc01g088160.3.1	2476	2277	0	0
Solyc01g088170.4.1	4913	4714	2125.21	16.5324
Solyc01g088180.2.1	195	22.8744	0	0
Solyc01g088230.3.1	2003	1804	221.774	4.50814
Solyc01g088200.3.1	4591	4392	899.179	7.50769
Solyc01g088220.2.1	477	278	0	0
Solyc01g088240.3.1	462	263	101	14.0828
Solyc01g088245.1.1	2935	2736	181	2.42597
Solyc01g088250.3.1	2385	2186	240	4.02609
Solyc01g088260.3.1	417	218	0	0
Solyc01g088270.3.1	276	77.4659	0	0
Solyc01g088280.2.1	688	489	0	0
Solyc01g088290.2.1	399	200	0	0
Solyc01g088300.3.1	1065	866	0	0
Solyc01g088310.3.1	2532	2333	1119	17.5889
Solyc01g088320.2.1	266	68.0394	0	0
Solyc01g088323.1.1	210	28.6775	0	0
Solyc01g088330.1.1	147	12.6175	0	0
Solyc01g088327.1.1	450	251	0	0
Solyc01g088340.2.1	1839	1640	0	0
Solyc01g088350.3.1	3473	3274	868	9.72217
Solyc01g088360.3.1	1689	1490	0	0
Solyc01g088370.3.1	3748	3549	18294.9	189.037
Solyc01g088380.2.1	4459	4260	1306.06	11.2428
Solyc01g088390.3.1	1716	1517	499	12.0625
Solyc01g088400.3.1	2665	2466	3268	48.5972
Solyc01g088410.3.1	1093	894	0	0
Solyc01g088420.3.1	291	92.1144	0	0
Solyc01g088430.3.1	3822	3623	154	1.55874
Solyc01g088440.2.1	650	451	3	0.243931
Solyc01g088450.2.1	690	491	191	14.2651
Solyc01g088460.3.1	343	144	0	0
Solyc01g088480.3.1	2955	2756	3982	52.984
Solyc01g088470.3.1	524	325	0	0
Solyc01g088490.3.1	1002	803	283	12.9239
Solyc01g088500.3.1	1356	1157	2	0.0633897
Solyc01g088505.1.1	1735	1536	5828	139.14
Solyc01g088520.3.1	367	168	396	86.4387
Solyc01g088530.2.1	1246	1047	134	4.69332
Solyc01g088540.1.1	654	455	0	0
Solyc01g088550.3.1	1357	1158	358	11.337
Solyc01g088560.3.1	961	762	1598	76.9032
Solyc01g088570.3.1	798	599	1654	101.258
Solyc01g088580.1.1	486	287	0	0
Solyc01g088590.4.1	739	540	3	0.203728
Solyc01g088600.3.1	1667	1468	259.204	6.47498
Solyc01g088610.3.1	1447	1248	3017.8	88.6743
Solyc01g088620.3.1	1159	960	19	0.72578
Solyc01g088630.2.1	1104	905	165	6.68587
Solyc01g088640.3.1	2593	2394	436	6.67859
Solyc01g088650.3.1	1982	1783	1656	34.059
Solyc01g088660.3.1	872	673	1416	77.1561
Solyc01g088670.2.1	3515	3316	0	0
Solyc01g088690.3.1	8010	7811	960.41	4.50892
Solyc01g088695.1.1	225	36.3941	0	0
Solyc01g088680.3.1	3710	3511	778.59	8.13206
Solyc01g088700.3.1	5908	5709	17265	110.899
Solyc01g088710.3.1	1765	1566	705	16.509
Solyc01g088720.3.1	2912	2713	1528.91	20.6659
Solyc01g088730.3.1	3022	2823	628.091	8.15894
Solyc01g088740.3.1	1251	1052	1086	37.8561
Solyc01g088750.3.1	1965	1766	269	5.58578
Solyc01g088760.3.1	4370	4171	522.972	4.59792
Solyc01g088770.3.1	547	348	66.0276	6.95774
Solyc01g088780.3.1	1388	1189	0	0
Solyc01g088800.3.1	3806	3607	5110	51.9514
Solyc01g088790.2.1	1196	997	0	0
Solyc01g088810.3.1	2160	1961	0	0
Solyc01g088820.2.1	1261	1062	1177	40.6419
Solyc01g088830.2.1	1461	1262	203	5.89874
Solyc01g089840.2.1	543	344	0	0
Solyc01g089850.3.1	1049	850	708	30.5448
Solyc01g089855.1.1	502	303	0	0
Solyc01g089860.2.1	911	712	184	9.47677
Solyc01g089870.3.1	1692	1493	4	0.0982477
Solyc01g089880.3.1	743	544	0	0
Solyc01g089890.3.1	767	568	0	0
Solyc01g089900.3.1	667	468	463	36.2792
Solyc01g089903.1.1	1047	848	296	12.8002
Solyc01g089907.1.1	353	154	0	0
Solyc01g089910.3.1	1614	1415	0	0
Solyc01g089920.3.1	2909	2710	0	0
Solyc01g089930.2.1	324	125.002	6	1.76018
Solyc01g089940.1.1	756	557	0	0
Solyc01g089950.3.1	2001	1802	0	0
Solyc01g089960.3.1	1197	998	0	0
Solyc01g089970.3.1	610	411	6038	538.733
Solyc01g089980.3.1	2048	1849	4952	98.2123
Solyc01g089990.2.1	504	305	0	0
Solyc01g090000.1.1	723	524	0	0
Solyc01g090010.2.1	908	709	0	0
Solyc01g090020.2.1	1028	829	0	0
Solyc01g090030.2.1	1795	1596	0	0
Solyc01g090040.3.1	1612	1413	210	5.45004
Solyc01g090050.3.1	2360	2161	293	4.97205
Solyc01g090060.1.1	240	46.2784	0	0
Solyc01g090070.2.1	1519	1320	0	0
Solyc01g090080.2.1	957	758	0	0
Solyc01g090090.2.1	1551	1352	0	0
Solyc01g090100.2.1	1356	1157	0	0
Solyc01g090110.2.1	1411	1212	0	0
Solyc01g090120.3.1	750	551	9958	662.74
Solyc01g090130.2.1	442	243	0	0
Solyc01g090135.1.1	246	50.8321	0	0
Solyc01g090140.2.1	1421	1222	0	0
Solyc01g090150.1.1	69	6.82104	0	0
Solyc01g090160.3.1	889	690	0	0
Solyc01g090170.3.1	2428	2229	1089	17.916
Solyc01g090180.3.1	819	620	364	21.5294
Solyc01g090190.3.1	1681	1482	8222	203.447
Solyc01g090200.3.1	3671	3472	3198	33.777
Solyc01g090210.3.1	5082	4883	0	0
Solyc01g090220.3.1	1308	1109	0	0
Solyc01g090225.1.1	1706	1507	777	18.9073
Solyc01g090230.3.1	2251	2052	2569	45.9102
Solyc01g090240.3.1	2797	2598	3	0.0423452
Solyc01g090250.3.1	1927	1728	5	0.106108
Solyc01g090260.4.1	2037	1838	466	9.29743
Solyc01g090270.3.1	2968	2769	1451	19.2162
Solyc01g090280.3.1	3291	3092	869	10.3063
Solyc01g090290.3.1	1422	1223	2079	62.3376
Solyc01g090300.2.1	717	518	0	0
Solyc01g090310.2.1	700	501	0	0
Solyc01g090320.3.1	648	449	0	0
Solyc01g090340.2.1	988	789	264	12.2701
Solyc01g090350.3.1	622	423	0	0
Solyc01g090360.3.1	423	224	0	0
Solyc01g090370.2.1	444	245	0	0
Solyc01g090380.3.1	1065	866	96	4.06514
Solyc01g090390.1.1	1788	1589	1	0.023078
Solyc01g090400.3.1	879	680	0	0
Solyc01g090410.3.1	5726	5527	0	0
Solyc01g090420.3.1	3638	3439	491	5.23566
Solyc01g090425.1.1	300	101.044	0	0
Solyc01g090430.3.1	3314	3115	2191	25.7933
Solyc01g090440.2.1	3056	2857	306	3.92766
Solyc01g090450.3.1	714	515	93	6.62214
Solyc01g090460.3.1	1274	1075	4	0.13645
Solyc01g090470.3.1	1652	1453	949.69	23.9684
Solyc01g090480.3.1	2886	2687	1011.31	13.8019
Solyc01g090500.3.1	5125	4926	337	2.50875
Solyc01g090510.2.1	2138	1939	6	0.113474
Solyc01g090515.1.1	644	445	394	32.4682
Solyc01g090520.3.1	634	435	0	0
Solyc01g090530.2.1	2349	2150	0	0
Solyc01g090540.1.1	708	509	0	0
Solyc01g090550.3.1	2226	2027	2	0.0361825
Solyc01g090560.3.1	825	626	81	4.74497
Solyc01g090590.3.1	2202	2003	685	12.541
Solyc01g090600.3.1	1862	1663	0	0
Solyc01g090610.3.1	1196	997	1743	64.1098
Solyc01g090630.3.1	1615	1416	299.843	7.76521
Solyc01g090640.3.1	5249	5050	1186.16	8.61337
Solyc01g090645.1.1	1911	1712	0	0
Solyc01g090660.3.1	2518	2319	0	0
Solyc01g090670.3.1	4198	3999	3448.03	31.6186
Solyc01g090680.3.1	2364	2165	23.3054	0.394748
Solyc01g090690.3.1	2717	2518	7964.66	115.994
Solyc01g090700.3.1	1776	1577	594	13.8127
Solyc01g090710.3.1	1946	1747	0	0
Solyc01g090720.3.1	1342	1143	39	1.25124
Solyc01g090730.3.1	1223	1024	0	0
Solyc01g090740.3.1	1530	1331	0	0
Solyc01g090750.3.1	2335	2136	7704	132.263
Solyc01g090760.3.1	968	769	1670	79.6366
Solyc01g090770.3.1	3245	3046	1209	14.5552
Solyc01g090780.3.1	7601	7402	8786	43.5276
Solyc01g090790.3.1	2006	1807	1	0.0202938
Solyc01g090800.3.1	3408	3209	429	4.90241
Solyc01g090810.4.1	1100	901	0	0
Solyc01g090820.2.1	774	575	0	0
Solyc01g090830.2.1	1686	1487	0	0
Solyc01g090840.3.1	1100	901	2	0.0814006
Solyc01g090850.3.1	2262	2063	459	8.15898
Solyc01g090860.3.1	5392	5193	2433	17.1809
Solyc01g090880.3.1	2277	2078	736	12.9884
Solyc01g090870.1.1	525	326	0	0
Solyc01g090890.3.1	1012	813	0	0
Solyc01g090900.3.1	1162	963	109.992	4.18847
Solyc01g090920.3.1	3704	3505	3.37743	0.0353362
Solyc01g090925.1.1	582	383	0.63094	0.0604104
Solyc01g090910.3.1	1222	1023	1966	70.4742
Solyc01g090940.3.1	2133	1934	550	10.4287
Solyc01g090950.3.1	1995	1796	1065	21.7453
Solyc01g090960.2.1	2420	2221	0	0
Solyc01g090970.3.1	369	170	0	0
Solyc01g090980.1.1	570	371	0	0
Solyc01g090990.3.1	1177	978	916	34.3462
Solyc01g091000.3.1	2623	2424	0	0
Solyc01g091010.3.1	1216	1017	0	0
Solyc01g091020.3.1	2267	2068	831	14.7358
Solyc01g091030.3.1	480	281	0	0
Solyc01g091040.3.1	1801	1602	506	11.5827
Solyc01g091050.3.1	1874	1675	0	0
Solyc01g091060.1.1	1431	1232	92	2.73842
Solyc01g091070.3.1	2857	2658	2490.85	34.3649
Solyc01g091080.3.1	2838	2639	3420.15	47.5257
Solyc01g091090.3.1	1467	1268	189	5.46594
Solyc01g091100.2.1	888	689	11941	635.541
Solyc01g091110.2.1	750	551	6075	404.312
Solyc01g091120.3.1	1930	1731	1207	25.5701
Solyc01g091130.3.1	2088	1889	251	4.87264
Solyc01g091140.3.1	960	761	134	6.45717
Solyc01g091145.1.1	443	244	0	0
Solyc01g091160.4.1	1996	1797	185	3.77525
Solyc01g091170.3.1	1759	1560	0	0
Solyc01g091165.1.1	345	146	0	0
Solyc01g091180.3.1	1776	1577	6	0.139522
Solyc01g091190.3.1	2400	2201	6028	100.433
Solyc01g091200.3.1	1756	1557	2483	58.4804
Solyc01g091210.3.1	1191	992	627	23.1781
Solyc01g091220.3.1	575	376	715.222	69.755
Solyc01g091230.3.1	2451	2252	3	0.0488512
Solyc01g091240.3.1	1943	1744	0	0
Solyc01g091250.3.1	1278	1079	4	0.135944
Solyc01g091260.3.1	1113	914	57	2.28692
Solyc01g091270.3.1	1206	1007	151	5.49882
Solyc01g091280.3.1	1202	1003	1408	51.4783
Solyc01g091290.3.1	759	560	0	0
Solyc01g091300.3.1	2248	2049	5471	97.9145
Solyc01g091310.3.1	2116	1917	2981	57.0246
Solyc01g091320.3.1	1629	1430	5500	141.042
Solyc01g091330.3.1	1112	913	131	5.26166
Solyc01g091340.3.1	1881	1682	1041.7	22.711
Solyc01g091350.3.1	4416	4217	922.305	8.02035
Solyc01g091360.3.1	2041	1842	317	6.31091
Solyc01g091370.3.1	1668	1469	638	15.9265
Solyc01g091380.3.1	7442	7243	0	0
Solyc01g091385.1.1	7059	6860	396	2.11687
Solyc01g091400.3.1	2510	2311	0	0
Solyc01g091410.3.1	963	764	0	0
Solyc01g091420.2.1	943	744	8	0.394311
Solyc01g091430.2.1	1406	1207	0	0
Solyc01g091435.1.1	276	77.4659	0	0
Solyc01g091440.3.1	222	34.6815	0	0
Solyc01g091450.3.1	2375	2176	1	0.0168525
Solyc01g091455.1.1	276	77.4659	0	0
Solyc01g091460.3.1	7230	7031	9592	50.0281
Solyc01g091465.1.1	576	377	2	0.194541
Solyc01g091470.3.1	3082	2883	932	11.8548
Solyc01g091480.3.1	3715	3516	60	0.625784
Solyc01g091490.3.1	947	748	0	0
Solyc01g091500.3.1	4435	4236	1164	10.0767
Solyc01g091510.3.1	2848	2649	734	10.161
Solyc01g091520.3.1	747	548	0	0
Solyc01g091530.3.1	1065	866	2618	110.86
Solyc01g091540.2.1	1855	1656	0	0
Solyc01g091550.3.1	1178	979	3	0.112373
Solyc01g091560.2.1	607	408	0	0
Solyc01g091570.3.1	1526	1327	174.987	4.83567
Solyc01g091580.3.1	2725	2526	1386.01	20.1213
Solyc01g091585.1.1	198	23.9008	0	0
Solyc01g091590.3.1	783	584	37.7316	2.36927
Solyc01g091600.3.1	2966	2767	200.268	2.65415
Solyc01g091610.1.1	2697	2498	0	0
Solyc01g091620.3.1	2091	1892	1868	36.2058
Solyc01g091630.3.1	3679	3480	3838	40.4434
Solyc01g091640.3.1	5125	4926	2584	19.2363
Solyc01g091650.3.1	1961	1762	2291	47.6806
Solyc01g091655.1.1	405	206	0	0
Solyc01g091660.3.1	1239	1040	5778	203.735
Solyc01g091670.3.1	1560	1361	884	23.8186
Solyc01g091690.3.1	2783	2584	5909	83.8579
Solyc01g091700.3.1	1807	1608	171	3.89971
Solyc01g091705.1.1	396	197	0	0
Solyc01g091710.3.1	1783	1584	272	6.29703
Solyc01g091715.1.1	927	728	2	0.100744
Solyc01g091720.3.1	4493	4294	1194.98	10.2052
Solyc01g091730.3.1	2403	2204	2731.02	45.4398
Solyc01g091740.3.1	2188	1989	213	3.92706
Solyc01g091750.3.1	1537	1338	1889	51.7724
Solyc01g091760.2.1	961	762	0	0
Solyc01g091770.3.1	2077	1878	419	8.18165
Solyc01g091780.3.1	885	686	3	0.160369
Solyc01g091800.3.1	1494	1295	10	0.283173
Solyc01g091810.1.1	1737	1538	0	0
Solyc01g091820.3.1	2285	2086	10	0.175796
Solyc01g091830.3.1	1599	1400	187	4.89819
Solyc01g091840.3.1	2853	2654	2272	31.3928
Solyc01g091850.3.1	5191	4992	214.922	1.57881
Solyc01g091860.3.1	3645	3446	46.0779	0.490343
Solyc01g091870.3.1	3417	3218	0	0
Solyc01g091880.3.1	1594	1395	1703	44.7675
Solyc01g091890.3.1	652	453	156	12.6284
Solyc01g091900.3.1	2144	1945	7	0.131978
Solyc01g091910.4.1	5580	5381	7215	49.1695
Solyc01g091920.2.1	2489	2290	1707	27.3351
Solyc01g091930.3.1	2241	2042	882	15.8393
Solyc01g091940.3.1	1743	1544	282	6.69768
Solyc01g091950.3.1	2134	1935	4131	78.2882
Solyc01g092950.3.1	819	620	209	12.3617
Solyc01g093960.3.1	5106	4907	2.16396	0.0161717
Solyc01g093965.1.1	833	634	4.83604	0.279719
Solyc01g093970.4.1	2693	2494	2351	34.5683
Solyc01g093980.3.1	1379	1180	0	0
Solyc01g093975.1.1	420	221	0	0
Solyc01g093990.3.1	1588	1389	0	0
Solyc01g094000.3.1	2927	2728	762	10.2431
Solyc01g094010.3.1	1126	927	134	5.30087
Solyc01g094020.3.1	2055	1856	194	3.83306
Solyc01g094030.3.1	2627	2428	3030	45.7632
Solyc01g094040.3.1	1094	895	747	30.6069
Solyc01g094050.1.1	3621	3422	4933	52.8632
Solyc01g094060.3.1	5871	5672	14129	91.3477
Solyc01g094070.3.1	1521	1322	0	0
Solyc01g094080.3.1	2132	1933	0	0
Solyc01g094085.1.1	1088	889	0	0
Solyc01g094090.3.1	1943	1744	0	0
Solyc01g094100.2.1	1799	1600	0	0
Solyc01g094110.3.1	1404	1205	0	0
Solyc01g094120.3.1	1806	1607	1	0.0228195
Solyc01g094130.2.1	1730	1531	0	0
Solyc01g094140.3.1	2165	1966	291	5.4279
Solyc01g094150.3.1	2148	1949	596	11.2139
Solyc01g094160.1.1	414	215	0	0
Solyc01g094170.3.1	1965	1766	538	11.1716
Solyc01g094180.3.1	606	407	0	0
Solyc01g094190.3.1	1226	1027	866	30.9222
Solyc01g094200.3.1	2345	2146	4005	68.4377
Solyc01g094210.2.1	1265	1066	4	0.137602
Solyc01g094220.3.1	1151	952	7	0.269639
Solyc01g094230.3.1	2367	2168	738	12.483
Solyc01g094233.1.1	264	66.2053	0	0
Solyc01g094240.3.1	1217	1018	0	0
Solyc01g094237.1.1	3807	3608	5.94689	0.0604429
Solyc01g094250.3.1	1437	1238	11.1691	0.33084
Solyc01g094260.3.1	1171	972	628.412	23.7083
Solyc01g094270.3.1	1202	1003	4689.47	171.453
Solyc01g094280.3.1	1749	1550	1284	30.3778
Solyc01g094290.3.1	3928	3729	8450	83.0973
Solyc01g094300.1.1	654	455	0	0
Solyc01g094310.1.1	276	77.4659	0	0
Solyc01g094320.3.1	1105	906	0	0
Solyc01g094315.1.1	471	272	0	0
Solyc01g094330.3.1	3437	3238	732	8.29004
Solyc01g094340.3.1	3217	3018	399	4.84815
Solyc01g094350.3.1	3067	2868	6074	77.6637
Solyc01g094360.3.1	2912	2713	0	0
Solyc01g094370.3.1	1941	1742	3038	63.9532
Solyc01g094380.2.1	1558	1359	3349	90.3687
Solyc01g094390.2.1	1544	1345	0	0
Solyc01g094400.3.1	755	556	0	0
Solyc01g094410.3.1	3555	3356	533	5.82408
Solyc01g094420.3.1	2472	2273	1207.31	19.4779
